date,totalCase,newCase,totalIcu,newIcu,intubated,totalDischarged,newDischarged,totalDeath,newDeath,imported,activeCases,cumulativeTest,newTest,Positivity rate,localMalaysian,localForeign,localAll,Sabah,Selangor,Kuala Lumpur,N Sembilan,Kedah,P Pinang,Labuan,Sarawak,Johor,Perak,Pahang,Melaka,Terengganu,Kelantan,Putrajaya,Perlis,foreignersTested,foreignersCumulative,foreignersTreatment,foreignersDeaths
28 Jul 20,8943,39,1.0,1.0,,8607,6,124,0,11.0,212,949141.0,5897.0,0.66,22.0,6.0,28.0,,,,,,,,,,,,,,,,,,,,
27 Jul 20,8904,7,0.0,0.0,,8601,1,124,0,4.0,179,943244.0,5599.0,0.13,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,
26 Jul 20,8897,13,2.0,0.0,,8600,6,124,1,3.0,173,937645.0,5248.0,0.25,9.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,
25 Jul 20,8884,23,3.0,0.0,,8594,17,123,0,6.0,167,932397.0,7209.0,0.32,10.0,7.0,17.0,,,,,,,,,,,,,,,,,,,,
24 Jul 20,8861,21,5.0,0.0,,8577,3,123,0,5.0,161,925188.0,8848.0,0.24,13.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,
23 Jul 20,8840,9,5.0,1.0,,8574,8,123,0,3.0,143,916340.0,6713.0,0.13,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,
22 Jul 20,8831,16,5.0,1.0,,8566,4,123,0,8.0,142,909627.0,7188.0,0.22,7.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,
21 Jul 20,8815,15,4.0,1.0,,8562,7,123,0,4.0,130,902439.0,6681.0,0.22,10.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,
20 Jul 20,8800,21,3.0,2.0,,8555,2,123,0,5.0,122,895758.0,6014.0,0.35,13.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,
19 Jul 20,8779,15,1.0,1.0,,8553,7,123,0,4.0,103,889744.0,5574.0,0.27,8.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,
18 Jul 20,8764,9,1.0,0.0,,8546,5,123,0,4.0,95,884170.0,7948.0,0.11,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,
17 Jul 20,8755,18,3.0,0.0,,8541,3,123,1,10.0,91,876222.0,7828.0,0.23,6.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,
16 Jul 20,8737,3,3.0,0.0,,8538,12,122,0,1.0,77,868394.0,6498.0,0.05,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
15 Jul 20,8734,5,5.0,0.0,,8526,2,122,0,1.0,86,861896.0,6777.0,0.07,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
14 Jul 20,8729,4,6.0,2.0,,8524,4,122,0,4.0,83,855119.0,4696.0,0.09,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
13 Jul 20,8725,7,4.0,1.0,,8520,1,122,0,6.0,83,850423.0,2913.0,0.24,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
12 Jul 20,8718,14,3.0,0.0,,8519,4,122,0,3.0,77,847510.0,5034.0,0.28,3.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,
11 Jul 20,8704,8,3.0,0.0,,8515,4,122,0,4.0,67,842476.0,6221.0,0.13,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
10 Jul 20,8696,13,2.0,0.0,,8511,12,122,1,8.0,63,836255.0,6267.0,0.21,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,
09 Jul 20,8683,6,2.0,0.0,,8499,13,121,0,6.0,63,829988.0,7342.0,0.08,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
08 Jul 20,8677,3,2.0,0.0,,8486,5,121,0,3.0,70,822646.0,6528.0,0.05,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
07 Jul 20,8674,6,2.0,0.0,,8481,5,121,0,4.0,72,816118.0,6061.0,0.1,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
06 Jul 20,8668,5,2.0,0.0,,8476,11,121,0,3.0,71,810057.0,5539.0,0.09,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
05 Jul 20,8663,5,2.0,0.0,,8465,4,121,0,2.0,77,804518.0,6722.0,0.07,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
04 Jul 20,8658,10,2.0,0.0,,8461,15,121,0,7.0,76,797796.0,6937.0,0.14,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
03 Jul 20,8648,5,2.0,0.0,,8446,9,121,0,3.0,81,790859.0,8221.0,0.06,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
02 Jul 20,8643,3,4.0,0.0,,8437,62,121,0,1.0,85,782638.0,8727.0,0.03,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
01 Jul 20,8640,1,4.0,0.0,,8375,21,121,0,1.0,144,773911.0,8912.0,0.01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
30 Jun 20,8639,2,4.0,0.0,,8354,20,121,0,1.0,164,764999.0,8828.0,0.02,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
29 Jun 20,8637,3,4.0,2.0,,8334,16,121,0,1.0,182,756171.0,6221.0,0.05,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
28 Jun 20,8634,18,2.0,0.0,,8318,10,121,0,4.0,195,749950.0,10492.0,0.17,0.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,
27 Jun 20,8616,10,2.0,0.0,,8308,14,121,0,4.0,187,739458.0,10342.0,0.1,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,
26 Jun 20,8606,6,2.0,0.0,,8294,23,121,0,5.0,191,729116.0,12938.0,0.05,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
25 Jun 20,8600,4,2.0,0.0,,8271,40,121,0,3.0,208,716178.0,11842.0,0.03,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
24 Jun 20,8596,6,2.0,0.0,,8231,45,121,0,2.0,244,704336.0,10733.0,0.06,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,
23 Jun 20,8590,3,3.0,1.0,,8186,9,121,0,0.0,283,693603.0,6698.0,0.04,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
22 Jun 20,8587,15,2.0,0.0,,8177,21,121,0,2.0,289,686905.0,2937.0,0.51,0.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,
21 Jun 20,8572,16,3.0,0.0,,8156,10,121,0,3.0,295,683968.0,4142.0,0.39,4.0,9.0,13.0,,,,,,,,,,,,,,,,,,,,
20 Jun 20,8556,21,3.0,0.0,,8146,76,121,0,2.0,289,679826.0,5275.0,0.4,12.0,7.0,19.0,,,,,,,,,,,,,,,,,,,,
19 Jun 20,8535,6,3.0,0.0,,8070,70,121,0,2.0,344,674551.0,4962.0,0.12,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,
18 Jun 20,8529,14,4.0,0.0,,8000,127,121,0,3.0,408,669589.0,5255.0,0.27,4.0,7.0,11.0,,,,,,,,,,,,,,,,,,,,
17 Jun 20,8515,10,4.0,0.0,,7873,140,121,0,0.0,521,664334.0,4702.0,0.21,7.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,
16 Jun 20,8505,11,4.0,0.0,,7733,333,121,0,1.0,651,659632.0,3422.0,0.32,4.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,
15 Jun 20,8494,41,4.0,0.0,,7400,54,121,0,3.0,973,656210.0,,,6.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,
14 Jun 20,8453,8,4.0,0.0,,7346,35,121,0,2.0,986,,,,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
13 Jun 20,8445,43,4.0,0.0,,7311,143,121,0,5.0,1013,,,,15.0,23.0,38.0,,,,,,,,,,,,,,,,,,,,
12 Jun 20,8402,33,4.0,0.0,,7168,103,121,2,16.0,1113,,,,3.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,
11 Jun 20,8369,31,5.0,0.0,,7065,51,119,1,11.0,1185,,,,1.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,
10 Jun 20,8338,2,5.0,0.0,,7014,39,118,1,1.0,1206,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
09 Jun 20,8336,7,6.0,0.0,,6975,281,117,0,6.0,1244,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
08 Jun 20,8329,7,6.0,1.0,,6694,20,117,0,2.0,1518,,,,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,
07 Jun 20,8322,19,5.0,0.0,,6674,39,117,0,6.0,1531,,,,11.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,
06 Jun 20,8303,37,5.0,0.0,,6635,25,117,0,8.0,1551,,,,10.0,19.0,29.0,,,,,,,,,,,,,,,,,,,,
05 Jun 20,8266,19,6.0,0.0,,6610,51,117,1,7.0,1539,,,,9.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,
04 Jun 20,8247,277,6.0,0.0,,6559,28,116,1,2.0,1572,,,,4.0,271.0,275.0,,,,,,,,,,,,,,,,,,,,
03 Jun 20,7970,93,6.0,0.0,,6531,61,115,0,0.0,1324,,,,2.0,91.0,93.0,,,,,,,,,,,,,,,,,,,,
02 Jun 20,7877,20,6.0,0.0,,6470,66,115,0,15.0,1292,,,,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,
01 Jun 20,7857,38,8.0,0.0,,6404,51,115,0,26.0,1338,,,,6.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,
31 May 20,7819,57,9.0,0.0,,6353,23,115,0,10.0,1351,,,,4.0,43.0,47.0,,,,,,,,,,,,,,,,,,,,
30 May 20,7762,30,9.0,0.0,,6330,95,115,0,3.0,1317,,,,10.0,17.0,27.0,,,,,,,,,,,,,,,,,,,,
29 May 20,7732,103,8.0,0.0,,6235,66,115,0,7.0,1382,,,,12.0,84.0,96.0,,,,,,,,,,,,,,,,,,,,
28 May 20,7629,10,8.0,0.0,,6169,86,115,0,0.0,1345,,,,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,
27 May 20,7619,15,8.0,0.0,,6083,42,115,0,6.0,1421,,,,5.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,
26 May 20,7604,187,8.0,0.0,,6041,62,115,0,10.0,1448,,,,4.0,173.0,177.0,,,,,,,,,,,,,,,,,,,,
25 May 20,7417,172,8.0,0.0,,5979,34,115,0,5.0,1323,,,,8.0,159.0,167.0,,,,,,,,,,,,,,,,,,,,
24 May 20,7245,60,9.0,0.0,,5945,33,115,0,7.0,1185,,,,9.0,44.0,53.0,,,,,,,,,,,,,,,,,,,,
23 May 20,7185,48,9.0,0.0,,5912,53,115,0,4.0,1158,,,,19.0,25.0,44.0,,,,,,,,,,,,,,,,,,,,
22 May 20,7137,78,9.0,0.0,,5859,63,115,0,25.0,1163,,,,13.0,40.0,53.0,,,,,,,,,,,,,,,,,,,,
21 May 20,7059,50,10.0,0.0,,5796,90,114,1,3.0,1149,,,,6.0,41.0,47.0,,,,,,,,,,,,,,,,,,,,
20 May 20,7009,31,11.0,0.0,,5706,60,114,0,10.0,1189,,,,11.0,10.0,21.0,,,,,,,,,,,,,,,,,,,,
19 May 20,6978,37,11.0,0.0,,5646,31,114,0,2.0,1218,,,,13.0,22.0,35.0,,,,,,,,,,,,,,,,,,,,
18 May 20,6941,47,13.0,0.0,,5615,44,114,1,21.0,1212,,,,9.0,17.0,26.0,,,,,,,,,,,,,,,,,,,,
17 May 20,6894,22,13.0,0.0,,5571,59,113,0,5.0,1210,,,,5.0,9.0,14.0,,,,,,,,,,,,,,,,,,,,
16 May 20,6872,17,13.0,0.0,,5512,73,113,0,6.0,1247,,,,6.0,5.0,11.0,,,,,,,,,,,,,,,,,,,,
15 May 20,6855,36,14.0,0.0,,5439,88,112,0,0.0,1304,,,,8.0,28.0,36.0,,,,,,,,,,,,,,,,,,,,
14 May 20,6819,40,16.0,0.0,,5351,70,112,0,0.0,1356,,,,9.0,31.0,40.0,,,,,,,,,,,,,,,,,,,,
13 May 20,6779,37,16.0,0.0,,5281,58,112,1,4.0,1386,,,,12.0,21.0,33.0,,,,,,,,,,,,,,,,,,,,
12 May 20,6742,16,16.0,0.0,,5223,110,111,2,3.0,1408,,,,4.0,9.0,13.0,,,,,,,,,,,,,,,,,,,,
11 May 20,6726,70,20.0,2.0,,5113,88,109,0,13.0,1504,,,,26.0,31.0,57.0,,,,,,,,,,,,,,,,,,,,
10 May 20,6656,67,18.0,0.0,,5025,96,108,1,0.0,1523,,,,18.0,49.0,67.0,,,,,,,,,,,,,,,,,,,,
09 May 20,6589,54,18.0,0.0,,4929,65,108,0,1.0,1552,,,,8.0,45.0,53.0,,,,,,,,,,,,,,,,,,,,
08 May 20,6535,68,18.0,0.0,,4864,88,107,1,4.0,1564,,,,7.0,57.0,64.0,,,,,,,,,,,,,,,,,,,,
07 May 20,6467,39,19.0,0.0,,4776,74,107,1,,1584,,,,,,,,,,,,,,,,,,,,,,,,,,
06 May 20,6428,45,22.0,0.0,,4702,135,107,0,,1619,,,,,,,,,,,,,,,,,,,,,,,,,,
05 May 20,6383,30,24.0,0.0,,4567,83,107,2,,1709,,,,,,,,,,,,,,,,,,,,,,,,,,
04 May 20,6353,55,28.0,1.0,,4484,71,105,0,,1764,,,,,,,,,,,,,,,,,,,,,,,,,,
03 May 20,6298,122,27.0,0.0,,4413,87,105,1,,1780,,,,,,,,,,,,,,,,,,,,,,,,,,
02 May 20,6176,105,31.0,0.0,,4326,116,103,1,,1747,,,,,,,,,,,,,,,,,,,,,,,,,,
01 May 20,6071,69,37.0,1.0,,4210,39,103,0,,1758,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Apr 20,6002,57,36.0,0.0,,4171,84,103,2,,1728,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Apr 20,5945,94,40.0,4.0,,4087,55,100,1,,1758,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Apr 20,5851,31,36.0,0.0,,4032,75,100,1,,1719,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Apr 20,5820,40,37.0,0.0,,3957,95,99,1,,1764,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Apr 20,5780,38,36.0,0.0,,3862,100,98,0,,1820,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Apr 20,5742,51,36.0,0.0,,3762,99,98,1,,1882,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Apr 20,5691,88,41.0,0.0,,3663,121,96,2,,1932,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Apr 20,5603,71,43.0,0.0,,3542,90,95,1,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Apr 20,5532,50,43.0,0.0,,3452,103,94,2,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Apr 20,5482,57,43.0,0.0,,3349,54,92,2,,2041,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Apr 20,5425,36,45.0,0.0,,3295,98,90,1,,2040,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Apr 20,5389,84,46.0,0.0,,3197,95,89,0,,2103,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 20,5305,54,49.0,0.0,,3102,135,88,1,,2115,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Apr 20,5251,69,51.0,0.0,,2967,201,86,1,,2198,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Apr 20,5182,110,56.0,0.0,,2766,119,86,2,,2330,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Apr 20,5072,85,56.0,0.0,,2647,169,84,2,,2341,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Apr 20,4987,170,60.0,0.0,,2478,202,83,2,,2426,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 20,4817,134,66.0,0.0,,2276,168,81,2,,2460,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Apr 20,4683,153,66.0,0.0,,2108,113,79,5,,2496,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Apr 20,4530,184,72.0,3.0,,1995,165,74,3,,2461,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Apr 20,4346,118,69.0,0.0,,1830,222,71,3,,2445,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Apr 20,4228,109,72.0,0.0,,1608,121,68,2,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Apr 20,4119,156,76.0,0.0,,1487,166,66,2,,2566,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Apr 20,3963,170,92.0,0.0,,1321,80,64,1,,2578,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Apr 20,3793,131,102.0,3.0,,1241,236,63,1,,2489,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Apr 20,3662,179,99.0,0.0,,1005,90,62,2,,2595,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Apr 20,3483,150,99.0,9.0,,915,88,57,3,,2511,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Apr 20,3333,217,108.0,3.0,,827,60,53,5,,2453,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Apr 20,3116,208,105.0,3.0,,767,122,50,3,,2299,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Apr 20,2908,142,102.0,8.0,,645,108,45,1,,2218,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Mar 20,2766,140,94.0,0.0,,537,58,43,9,,2186,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Mar 20,2626,156,94.0,21.0,,479,91,37,2,,2110,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Mar 20,2470,150,73.0,0.0,,388,68,35,3,,2047,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Mar 20,2320,159,73.0,19.0,,320,61,34,8,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Mar 20,2161,130,54.0,9.0,,259,44,26,1,,1876,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Mar 20,2031,235,45.0,0.0,,215,16,25,5,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Mar 20,1796,172,45.0,0.0,,199,16,20,4,,1577,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Mar 20,1624,106,64.0,7.0,,183,24,16,2,,1425,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Mar 20,1518,212,57.0,11.0,,159,20,14,3,,1345,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Mar 20,1306,123,46.0,9.0,,139,25,11,3,,1156,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Mar 20,1183,153,37.0,11.0,,114,27,8,4,,1061,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Mar 20,1030,130,26.0,6.0,,87,12,4,1,,939,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Mar 20,900,110,20.0,3.0,,75,15,3,0,,822,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Mar 20,790,117,17.0,5.0,,60,11,3,1,,727,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Mar 20,673,120,12.0,,,49,7,2,2,,622,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Mar 20,553,125,,,,42,0,0,0,,511,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Mar 20,428,190,,,,42,7,0,0,,386,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Mar 20,238,35,,,,35,3,0,0,,203,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Mar 20,203,45,,,,32,0,0,0,,171,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Mar 20,158,9,,,,32,6,0,0,,126,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Mar 20,149,20,,,,26,1,0,0,,123,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Mar 20,129,12,,,,25,1,0,0,,104,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Mar 20,117,18,,,,24,0,0,0,,93,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Mar 20,99,6,,,,24,1,0,0,,75,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Mar 20,93,10,,,,23,1,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Mar 20,83,28,,,,22,0,0,0,,61,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Mar 20,55,5,,,,22,0,0,0,,33,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Mar 20,50,14,,,,22,0,0,0,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Mar 20,36,3,,,,22,0,0,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Mar 20,33,0,,,,22,0,0,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Mar 20,33,4,,,,22,0,0,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Feb 20,29,4,,,,22,0,0,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Feb 20,25,1,,,,22,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Feb 20,24,2,,,,22,2,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Feb 20,22,0,,,,20,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Feb 20,22,0,,,,20,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Feb 20,22,0,,,,20,2,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Feb 20,22,0,,,,18,1,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Feb 20,22,0,,,,17,0,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Feb 20,22,0,,,,17,0,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Feb 20,22,0,,,,17,2,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Feb 20,22,0,,,,15,4,0,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Feb 20,22,0,,,,11,2,0,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Feb 20,22,0,,,,9,1,0,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Feb 20,22,1,,,,8,1,0,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Feb 20,21,2,,,,7,0,0,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Feb 20,19,0,,,,7,4,0,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Feb 20,19,1,,,,3,0,0,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Feb 20,18,0,,,,3,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Feb 20,18,0,,,,3,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Feb 20,18,1,,,,3,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Feb 20,17,1,,,,3,1,0,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Feb 20,16,2,,,,2,1,0,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Feb 20,14,0,,,,1,0,0,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Feb 20,14,2,,,,1,0,0,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Feb 20,12,2,,,,1,0,0,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Feb 20,10,2,,,,1,1,0,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Feb 20,8,0,,,,0,0,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Feb 20,8,0,,,,0,0,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Feb 20,8,0,,,,0,0,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Jan 20,8,0,,,,0,0,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Jan 20,8,1,,,,0,0,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Jan 20,7,0,,,,0,0,0,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jan 20,7,3,,,,0,0,0,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Jan 20,4,0,,,,0,0,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Jan 20,4,1,,,,0,0,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Jan 20,3,3,,,,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Jan 20,0,0,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
